483 -1.7365425
484 -1.7728267
485 -1.7415698
486 -1.7222189
487 -1.7406272
488 -1.7667134
489 -1.7925086
490 -1.8381052
491 -1.7548404
492 -1.6734029
493 -1.7122092
494 -1.7391084
495 -1.6160371
496 -1.5286227
497 -1.486632
498 -0.22725345
499 1.5507203
500 2.4785748
501 3.0379198
502 -2.7795794
503 -2.3004258
504 -1.9422542
505 -1.6410158
506 -1.5520934
507 -1.4108714
508 -1.1818163
509 -0.91968966
510 -0.7040196
511 -0.561119
512 -0.4926796
513 -0.5663838
514 -0.6875378
515 -0.9141849
516 -1.1686834
517 -1.3994172
518 -1.5479882
519 -1.6637949
520 -1.9325275
521 -2.2901335
522 -2.7595303
523 2.9646435
524 2.52006
525 1.5247225
526 -0.25008878
527 -1.5030953
528 -1.4979283
529 -1.611849
530 -1.7427454
531 -1.7211069
532 -1.6745238
533 -1.7538419
534 -1.8363947
535 -1.7885484
536 -1.7616653
537 -1.7294474
538 -1.7256495
539 -1.7455657
540 -1.7829337
541 -1.7433202
542 -1.7118804
