483 483 0.7431321
484 483 0.73809785
485 483 0.7421241
486 483 0.7402855
487 483 0.74632704
488 483 0.7459967
489 483 0.7270892
490 483 0.73579425
491 483 0.732959
492 483 0.7314552
493 483 0.7501312
494 483 0.751267
495 483 0.7299051
496 483 0.7350898
497 483 0.71309763
498 483 0.74532336
499 483 0.75599843
500 483 0.809263
501 483 0.8308338
502 483 0.8453849
503 483 0.85218704
504 483 0.83369994
505 483 0.78418744
506 483 0.7490713
507 483 0.7366085
508 483 0.694094
509 483 0.68971163
510 483 0.6705662
511 483 0.700367
512 483 0.68831295
513 483 0.7055348
514 483 0.6721625
515 483 0.6926894
516 483 0.6946252
517 483 0.7244912
518 483 0.7446749
519 483 0.79225093
520 483 0.81936383
521 483 0.8559222
522 483 0.851694
523 483 0.8212414
524 483 0.8032612
525 483 0.7744888
526 483 0.75205904
527 483 0.7134048
528 483 0.73553
529 483 0.7336758
530 483 0.74779177
531 483 0.7516537
532 483 0.7283085
533 483 0.7353803
534 483 0.7338794
535 483 0.73538774
536 483 0.7453865
537 483 0.7437313
538 483 0.7363717
539 483 0.73863465
540 483 0.7330506
541 483 0.73787
542 483 0.73788327

483 484 0.72615534
484 484 0.7246994
485 484 0.72111726
486 484 0.7189353
487 484 0.7239732
488 484 0.73010135
489 484 0.7256321
490 484 0.7221669
491 484 0.72809494
492 484 0.7188166
493 484 0.7297593
494 484 0.73765963
495 484 0.7379627
496 484 0.74190944
497 484 0.70264095
498 484 0.7434978
499 484 0.7530045
500 484 0.7771551
501 484 0.787922
502 484 0.7930098
503 484 0.7719022
504 484 0.73562086
505 484 0.7226602
506 484 0.70936394
507 484 0.7140436
508 484 0.7152989
509 484 0.7263407
510 484 0.69834757
511 484 0.73567647
512 484 0.7299632
513 484 0.7354523
514 484 0.7033709
515 484 0.726078
516 484 0.7175589
517 484 0.70662796
518 484 0.69421977
519 484 0.7114012
520 484 0.72723734
521 484 0.7686938
522 484 0.7936226
523 484 0.77952904
524 484 0.7629645
525 484 0.7633153
526 484 0.7466883
527 484 0.69797367
528 484 0.74577343
529 484 0.7424861
530 484 0.7363137
531 484 0.73496413
532 484 0.72160363
533 484 0.73394
534 484 0.7245686
535 484 0.7323487
536 484 0.72591424
537 484 0.72562283
538 484 0.71607167
539 484 0.72686327
540 484 0.71885407
541 484 0.7198562
542 484 0.73186296

483 485 0.66712046
484 485 0.67968404
485 485 0.66774255
486 485 0.67252123
487 485 0.65854967
488 485 0.6726376
489 485 0.66926056
490 485 0.663132
491 485 0.673118
492 485 0.6466368
493 485 0.66289836
494 485 0.70285416
495 485 0.691295
496 485 0.6882345
497 485 0.6489049
498 485 0.6612685
499 485 0.70628244
500 485 0.72606236
501 485 0.7547516
