483 0.0
484 0.0
485 0.0
486 0.0
487 0.0
488 0.0
489 0.0
490 0.0
491 0.0
492 0.0
493 0.0
494 0.0
495 0.0
496 0.0
497 0.0
498 1.9176317
499 3.2785838
500 4.158975
501 4.8292027
502 5.3685646
503 5.8135996
504 6.1847034
505 6.4945617
506 6.7516127
507 6.9617076
508 7.129
509 7.25645
510 7.3461328
511 7.3994203
512 7.4170976
513 7.3994203
514 7.3461328
515 7.25645
516 7.129
517 6.9617076
518 6.7516127
519 6.4945617
520 6.1847034
521 5.8135996
522 5.3685646
523 4.8292027
524 4.158975
525 3.2785838
526 1.9176317
527 0.0
528 0.0
529 0.0
530 0.0
531 0.0
532 0.0
533 0.0
534 0.0
535 0.0
536 0.0
537 0.0
538 0.0
539 0.0
540 0.0
541 0.0
542 0.0
