483 0.0
484 -0.03628417793360139
485 -0.005027259425966157
486 0.01432362924783237
487 -0.004084706348838507
488 -0.03017096136309383
489 -0.05596607041048496
490 -0.101562699644282
491 -0.018297869015240886
492 0.06313957732617048
493 0.024333298988904906
494 -0.002565913606492831
495 0.12050536886394037
496 0.20791975658738182
497 0.2499104322245871
498 1.509289032953846
499 3.287262757319347
500 4.215117239263965
501 4.774462153341102
502 5.24014839057746
503 5.719301931167409
504 6.077473554498329
505 6.378711989763686
506 6.467634392111036
507 6.608856415337873
508 6.837911397942776
509 7.100038132851834
510 7.315708168025797
511 7.458608755247422
512 7.527048189999157
513 7.453344009758421
514 7.332189993191265
515 7.10554285320499
516 6.851044431644969
517 6.620310577217945
518 6.471739607436555
519 6.355932898443546
520 6.087200252942311
521 5.729594230817447
522 5.260197369056635
523 4.701185854485797
524 4.256602572648802
525 3.2612649460400145
526 1.4864536842639795
527 0.23344721378008582
528 0.23861422943365973
529 0.12469354116295861
530 -0.00620287943872766
531 0.01543553850668955
532 0.062018590679603136
533 -0.017299379365881995
534 -0.09985214452702285
535 -0.052005828366789464
536 -0.025122921887627214
537 0.007095059612000076
538 0.010892960184567535
539 -0.009023139637740707
540 -0.04639118816395671
541 -0.006777706746295742
542 0.024662049520617346
